nidx,fips,date,precipitation,wind_gust,elevation,population
15,31,09/13/2021,0.02,0.0,308,27463
15,31,09/14/2021,0.02,25.3,308,27463
15,31,09/15/2021,0.0,22.9,308,27463
15,31,09/16/2021,0.0,0.0,308,27463
15,31,09/17/2021,0.11,0.0,308,27463
15,31,09/18/2021,0.78,0.0,308,27463
15,31,09/19/2021,0.0,0.0,308,27463
15,31,09/20/2021,0.0,0.0,308,27463
15,31,09/21/2021,0.05,28.3,308,27463
15,31,09/22/2021,0.0,24.6,308,27463
15,31,09/23/2021,0.0,0.0,308,27463
15,31,09/24/2021,0.0,0.0,308,27463
15,31,09/25/2021,0.0,31.1,308,27463
15,31,09/26/2021,0.0,0.0,308,27463
15,31,09/27/2021,0.0,16.1,308,27463
16,33,08/22/2021,0.0,0.0,62,440059
16,33,08/23/2021,0.28,20.8,62,440059
16,33,08/24/2021,0.0,18.6,62,440059
16,33,08/25/2021,0.85,39.1,62,440059
16,33,08/26/2021,0.08,23.0,62,440059
16,33,08/27/2021,0.12,18.3,62,440059
16,33,08/28/2021,0.11,19.7,62,440059
16,33,08/29/2021,1.18,58.6,62,440059
16,33,08/30/2021,0.6,48.9,62,440059
16,33,08/31/2021,0.04,0.0,62,440059
16,33,09/01/2021,0.0,0.0,62,440059
16,33,09/02/2021,0.0,21.9,62,440059
16,33,09/03/2021,0.0,0.0,62,440059
16,33,09/04/2021,0.0,16.1,62,440059
16,33,09/05/2021,0.0,40.3,62,440059
16,33,09/06/2021,0.04,0.0,62,440059
16,33,09/07/2021,0.0,20.8,62,440059
16,33,09/08/2021,0.0,0.0,62,440059
16,33,09/09/2021,0.0,21.9,62,440059
16,33,09/10/2021,0.0,9.2,62,440059
16,33,09/11/2021,0.0,16.1,62,440059
16,33,09/12/2021,0.3,16.1,62,440059
16,33,09/13/2021,0.5,17.2,62,440059
16,33,09/14/2021,1.81,21.9,62,440059
16,33,09/15/2021,1.49,18.3,62,440059
16,33,09/16/2021,0.91,16.1,62,440059
16,33,09/17/2021,0.03,16.1,62,440059
16,33,09/18/2021,0.14,0.0,62,440059
16,33,09/19/2021,0.0,0.0,62,440059
16,33,09/20/2021,0.0,0.0,62,440059
16,33,09/21/2021,0.1,29.7,62,440059
16,33,09/22/2021,0.01,26.4,62,440059
16,33,09/23/2021,0.0,19.7,62,440059
16,33,09/24/2021,0.0,0.0,62,440059
16,33,09/25/2021,0.0,0.0,62,440059
16,33,09/26/2021,0.0,0.0,62,440059
16,33,09/27/2021,0.14,0.0,62,440059
17,35,08/22/2021,0.02,24.2,105,6861
17,35,08/23/2021,0.0,18.3,105,6861
17,35,08/24/2021,0.0,25.3,105,6861
17,35,08/25/2021,0.0,17.2,105,6861
17,35,08/26/2021,0.07,19.7,105,6861
17,35,08/27/2021,0.0,36.7,105,6861
17,35,08/28/2021,0.17,33.3,105,6861
17,35,08/29/2021,0.08,29.9,105,6861
17,35,08/30/2021,0.38,36.0,105,6861
17,35,08/31/2021,0.03,0.0,105,6861
17,35,09/01/2021,0.42,45.9,105,6861
17,35,09/02/2021,0.71,0.0,105,6861
17,35,09/03/2021,0.0,0.0,105,6861
17,35,09/04/2021,0.0,0.0,105,6861
17,35,09/05/2021,1.01,39.1,105,6861
17,35,09/06/2021,0.0,19.7,105,6861
17,35,09/07/2021,0.0,0.0,105,6861
17,35,09/08/2021,0.0,0.0,105,6861
17,35,09/09/2021,0.0,18.3,105,6861
17,35,09/10/2021,0.0,0.0,105,6861
17,35,09/11/2021,0.0,0.0,105,6861
17,35,09/12/2021,0.0,18.3,105,6861
17,35,09/13/2021,0.0,0.0,105,6861
17,35,09/14/2021,0.3,21.9,105,6861
17,35,09/15/2021,0.04,21.9,105,6861
17,35,09/16/2021,0.0,0.0,105,6861
17,35,09/17/2021,0.16,0.0,105,6861
17,35,09/18/2021,0.08,0.0,105,6861
17,35,09/19/2021,0.55,0.0,105,6861
17,35,09/20/2021,0.46,0.0,105,6861
17,35,09/21/2021,0.1,28.1,105,6861
17,35,09/22/2021,0.03,28.7,105,6861
17,35,09/23/2021,0.0,17.2,105,6861
17,35,09/24/2021,0.0,0.0,105,6861
17,35,09/25/2021,0.0,0.0,105,6861
17,35,09/26/2021,0.0,0.0,105,6861
17,35,09/27/2021,0.0,0.0,105,6861
18,37,08/22/2021,0.0,0.0,187,19135
18,37,08/23/2021,0.22,0.0,187,19135
18,37,08/24/2021,0.07,24.0,187,19135
18,37,08/25/2021,0.87,39.1,187,19135
18,37,08/26/2021,0.2,23.0,187,19135
18,37,08/27/2021,0.16,18.3,187,19135
18,37,08/28/2021,0.1,19.7,187,19135
18,37,08/29/2021,1.0,50.6,187,19135
18,37,08/30/2021,2.32,45.9,187,19135
18,37,08/31/2021,0.92,0.0,187,19135
18,37,09/01/2021,0.0,0.0,187,19135
18,37,09/02/2021,0.0,21.9,187,19135
18,37,09/03/2021,0.0,0.0,187,19135
18,37,09/04/2021,0.0,0.0,187,19135
18,37,09/05/2021,0.0,0.0,187,19135
18,37,09/06/2021,0.25,17.2,187,19135
18,37,09/07/2021,0.01,20.8,187,19135
18,37,09/08/2021,0.0,0.0,187,19135
18,37,09/09/2021,0.0,21.9,187,19135
18,37,09/10/2021,0.0,9.2,187,19135
18,37,09/11/2021,0.0,16.1,187,19135
18,37,09/12/2021,0.24,23.0,187,19135
18,37,09/13/2021,0.44,17.2,187,19135
18,37,09/14/2021,1.83,21.9,187,19135
18,37,09/15/2021,1.92,20.8,187,19135
18,37,09/16/2021,1.12,0.0,187,19135
18,37,09/17/2021,0.62,0.0,187,19135
18,37,09/18/2021,0.4,0.0,187,19135
18,37,09/19/2021,0.0,0.0,187,19135
18,37,09/20/2021,0.0,0.0,187,19135
18,37,09/21/2021,0.16,29.8,187,19135
18,37,09/22/2021,0.01,26.4,187,19135
18,37,09/23/2021,0.0,19.7,187,19135
18,37,09/24/2021,0.0,0.0,187,19135
18,37,09/25/2021,0.0,0.0,187,19135
18,37,09/26/2021,0.0,0.0,187,19135
18,37,09/27/2021,0.12,0.0,187,19135
19,39,08/22/2021,0.0,0.0,75,33395
19,39,08/23/2021,0.0,0.0,75,33395
19,39,08/24/2021,0.68,52.8,75,33395
19,39,08/25/2021,0.11,32.2,75,33395
19,39,08/26/2021,0.32,23.0,75,33395
19,39,08/27/2021,0.01,19.7,75,33395
19,39,08/28/2021,0.87,17.2,75,33395
19,39,08/29/2021,0.19,40.3,75,33395
19,39,08/30/2021,0.08,29.3,75,33395
19,39,08/31/2021,0.93,17.2,75,33395
19,39,09/01/2021,0.99,21.9,75,33395
19,39,09/02/2021,0.44,26.4,75,33395
19,39,09/03/2021,0.28,21.9,75,33395
19,39,09/04/2021,0.0,0.0,75,33395
19,39,09/05/2021,0.0,20.8,75,33395
19,39,09/06/2021,0.33,0.0,75,33395
19,39,09/07/2021,0.0,0.0,75,33395
19,39,09/08/2021,0.0,0.0,75,33395
19,39,09/09/2021,0.0,21.9,75,33395
19,39,09/10/2021,0.0,18.3,75,33395
19,39,09/11/2021,0.0,17.2,75,33395
19,39,09/12/2021,0.1,24.2,75,33395
19,39,09/13/2021,0.1,19.7,75,33395
19,39,09/14/2021,2.71,32.2,75,33395
19,39,09/15/2021,1.24,19.7,75,33395
19,39,09/16/2021,0.36,17.2,75,33395
19,39,09/17/2021,0.0,0.0,75,33395
19,39,09/18/2021,0.08,0.0,75,33395
19,39,09/19/2021,0.14,0.0,75,33395
19,39,09/20/2021,0.51,0.0,75,33395
19,39,09/21/2021,0.76,32.2,75,33395
19,39,09/22/2021,0.27,30.9,75,33395
19,39,09/23/2021,0.0,0.0,75,33395
19,39,09/24/2021,0.0,0.0,75,33395
19,39,09/25/2021,0.0,20.8,75,33395
19,39,09/26/2021,0.0,0.0,75,33395
19,39,09/27/2021,0.0,19.7,75,33395
20,41,08/22/2021,0.0,0.0,75,20015
20,41,08/23/2021,0.0,0.0,75,20015
20,41,08/24/2021,0.54,30.8,75,20015
20,41,08/25/2021,0.06,0.0,75,20015
20,41,08/26/2021,0.64,29.8,75,20015
20,41,08/27/2021,0.34,21.9,75,20015
20,41,08/28/2021,0.68,29.8,75,20015
20,41,08/29/2021,0.19,42.0,75,20015
20,41,08/30/2021,0.02,37.3,75,20015
20,41,08/31/2021,0.29,19.7,75,20015
20,41,09/01/2021,0.15,21.9,75,20015
20,41,09/02/2021,1.25,26.4,75,20015
20,41,09/03/2021,0.0,0.0,75,20015
20,41,09/04/2021,0.01,0.0,75,20015
20,41,09/05/2021,0.08,21.9,75,20015
20,41,09/06/2021,0.07,0.0,75,20015
20,41,09/07/2021,0.18,39.1,75,20015
20,41,09/08/2021,0.81,0.0,75,20015
20,41,09/09/2021,0.01,16.1,75,20015
20,41,09/10/2021,0.0,20.8,75,20015
20,41,09/11/2021,0.0,16.1,75,20015
20,41,09/12/2021,0.22,25.0,75,20015
20,41,09/13/2021,0.03,17.2,75,20015
20,41,09/14/2021,3.71,28.0,75,20015
20,41,09/15/2021,1.52,21.9,75,20015
20,41,09/16/2021,0.14,18.3,75,20015
20,41,09/17/2021,0.0,0.0,75,20015
20,41,09/18/2021,0.97,19.7,75,20015
20,41,09/19/2021,0.34,32.2,75,20015
20,41,09/20/2021,0.32,24.2,75,20015
20,41,09/21/2021,0.49,29.8,75,20015
20,41,09/22/2021,0.66,35.6,75,20015
20,41,09/23/2021,0.01,20.8,75,20015
20,41,09/24/2021,0.07,18.3,75,20015
20,41,09/25/2021,0.01,18.3,75,20015
20,41,09/26/2021,0.0,0.0,75,20015
20,41,09/27/2021,0.07,18.3,75,20015
21,43,08/22/2021,0.0,0.0,226,22389
21,43,08/23/2021,0.02,0.0,226,22389
21,43,08/24/2021,0.42,0.0,226,22389
21,43,08/25/2021,0.02,0.0,226,22389
21,43,08/26/2021,0.51,20.8,226,22389
21,43,08/27/2021,0.02,16.1,226,22389
21,43,08/28/2021,0.03,0.0,226,22389
21,43,08/29/2021,0.12,23.0,226,22389
21,43,08/30/2021,0.04,25.3,226,22389
21,43,08/31/2021,0.02,0.0,226,22389
21,43,09/01/2021,0.2,0.0,226,22389
21,43,09/02/2021,0.12,26.4,226,22389
21,43,09/03/2021,0.97,0.0,226,22389
21,43,09/04/2021,0.02,0.0,226,22389
21,43,09/05/2021,0.0,0.0,226,22389
21,43,09/06/2021,0.26,20.8,226,22389
21,43,09/07/2021,0.0,0.0,226,22389
21,43,09/08/2021,0.0,0.0,226,22389
21,43,09/09/2021,0.0,0.0,226,22389
21,43,09/10/2021,0.0,20.8,226,22389
21,43,09/11/2021,0.0,0.0,226,22389
21,43,09/12/2021,0.0,16.1,226,22389
21,43,09/13/2021,0.0,0.0,226,22389
21,43,09/14/2021,3.49,19.7,226,22389
21,43,09/15/2021,1.75,0.0,226,22389
21,43,09/16/2021,0.12,0.0,226,22389
21,43,09/17/2021,0.07,0.0,226,22389
21,43,09/18/2021,0.07,0.0,226,22389
21,43,09/19/2021,0.22,0.0,226,22389
21,43,09/20/2021,0.86,0.0,226,22389
21,43,09/21/2021,0.05,0.0,226,22389
21,43,09/22/2021,0.01,23.0,226,22389
21,43,09/23/2021,0.0,0.0,226,22389
21,43,09/24/2021,0.0,0.0,226,22389
21,43,09/25/2021,0.0,0.0,226,22389
21,43,09/26/2021,0.0,0.0,226,22389
21,43,09/27/2021,0.0,0.0,226,22389
22,45,08/22/2021,0.0,0.0,0,69830
22,45,08/23/2021,0.0,0.0,0,69830
22,45,08/24/2021,0.56,33.9,0,69830
22,45,08/25/2021,0.19,0.0,0,69830
22,45,08/26/2021,0.13,17.2,0,69830
22,45,08/27/2021,0.04,21.9,0,69830
22,45,08/28/2021,0.6,29.9,0,69830
22,45,08/29/2021,0.05,40.2,0,69830
22,45,08/30/2021,0.01,37.3,0,69830
22,45,08/31/2021,0.06,19.7,0,69830
22,45,09/01/2021,0.02,0.0,0,69830
22,45,09/02/2021,0.12,26.7,0,69830
22,45,09/03/2021,0.01,0.0,0,69830
22,45,09/04/2021,0.01,0.0,0,69830
22,45,09/05/2021,0.06,21.9,0,69830
22,45,09/06/2021,0.08,0.0,0,69830
22,45,09/07/2021,0.18,39.1,0,69830
22,45,09/08/2021,0.82,0.0,0,69830
22,45,09/09/2021,0.02,16.1,0,69830
22,45,09/10/2021,0.0,20.8,0,69830
22,45,09/11/2021,0.0,16.1,0,69830
22,45,09/12/2021,0.33,25.4,0,69830
22,45,09/13/2021,0.02,0.0,0,69830
22,45,09/14/2021,2.59,28.0,0,69830
22,45,09/15/2021,0.83,21.9,0,69830
22,45,09/16/2021,0.0,0.0,0,69830
22,45,09/17/2021,0.0,0.0,0,69830
22,45,09/18/2021,0.04,0.0,0,69830
22,45,09/19/2021,1.37,32.2,0,69830
22,45,09/20/2021,0.05,24.2,0,69830
22,45,09/21/2021,0.38,29.8,0,69830
22,45,09/22/2021,0.85,35.9,0,69830
22,45,09/23/2021,0.0,0.0,0,69830
22,45,09/24/2021,0.0,18.3,0,69830
22,45,09/25/2021,0.0,18.3,0,69830
22,45,09/26/2021,0.0,0.0,0,69830
22,45,09/27/2021,0.04,18.3,0,69830
23,47,08/22/2021,0.0,0.0,7,32511
23,47,08/23/2021,0.16,0.0,7,32511
23,47,08/24/2021,0.34,49.4,7,32511
23,47,08/25/2021,0.78,39.1,7,32511
23,47,08/26/2021,0.07,23.0,7,32511
23,47,08/27/2021,0.11,21.9,7,32511
23,47,08/28/2021,0.3,36.7,7,32511
23,47,08/29/2021,1.69,53.7,7,32511
23,47,08/30/2021,0.16,46.2,7,32511
23,47,08/31/2021,0.01,19.7,7,32511
23,47,09/01/2021,0.0,0.0,7,32511
23,47,09/02/2021,0.04,31.1,7,32511
23,47,09/03/2021,0.0,0.0,7,32511
23,47,09/04/2021,0.0,0.0,7,32511
23,47,09/05/2021,0.02,0.0,7,32511
23,47,09/06/2021,0.04,0.0,7,32511
23,47,09/07/2021,0.03,39.1,7,32511
23,47,09/08/2021,0.23,0.0,7,32511
23,47,09/09/2021,0.0,21.9,7,32511
23,47,09/10/2021,0.0,20.8,7,32511
23,47,09/11/2021,0.0,16.1,7,32511
23,47,09/12/2021,0.41,28.9,7,32511
23,47,09/13/2021,0.42,0.0,7,32511
23,47,09/14/2021,1.95,28.7,7,32511
23,47,09/15/2021,1.49,21.9,7,32511
23,47,09/16/2021,0.67,0.0,7,32511
23,47,09/17/2021,0.17,0.0,7,32511
23,47,09/18/2021,0.33,0.0,7,32511
23,47,09/19/2021,0.62,32.2,7,32511
23,47,09/20/2021,0.01,24.2,7,32511
23,47,09/21/2021,0.21,29.8,7,32511
23,47,09/22/2021,0.15,39.0,7,32511
23,47,09/23/2021,0.0,19.7,7,32511
23,47,09/24/2021,0.0,18.3,7,32511
23,47,09/25/2021,0.0,18.3,7,32511
23,47,09/26/2021,0.0,0.0,7,32511
23,47,09/27/2021,0.12,0.0,7,32511
24,49,08/22/2021,0.0,0.0,200,15744
24,49,08/23/2021,0.25,0.0,200,15744
24,49,08/24/2021,0.13,26.5,200,15744
24,49,08/25/2021,0.85,39.1,200,15744
24,49,08/26/2021,0.27,23.0,200,15744
24,49,08/27/2021,0.15,17.2,200,15744
24,49,08/28/2021,0.12,19.7,200,15744
24,49,08/29/2021,1.24,50.2,200,15744
24,49,08/30/2021,0.64,45.4,200,15744
24,49,08/31/2021,1.29,0.0,200,15744
24,49,09/01/2021,0.0,0.0,200,15744
24,49,09/02/2021,0.0,21.9,200,15744
24,49,09/03/2021,0.0,0.0,200,15744
24,49,09/04/2021,0.0,0.0,200,15744
24,49,09/05/2021,0.0,0.0,200,15744
24,49,09/06/2021,0.19,0.0,200,15744
24,49,09/07/2021,0.02,20.8,200,15744
24,49,09/08/2021,0.0,0.0,200,15744
24,49,09/09/2021,0.0,21.9,200,15744
24,49,09/10/2021,0.0,9.2,200,15744
24,49,09/11/2021,0.0,16.1,200,15744
24,49,09/12/2021,0.25,16.1,200,15744
24,49,09/13/2021,0.47,17.2,200,15744
24,49,09/14/2021,2.16,21.9,200,15744
24,49,09/15/2021,1.8,18.3,200,15744
24,49,09/16/2021,1.28,0.0,200,15744
24,49,09/17/2021,0.09,0.0,200,15744
24,49,09/18/2021,0.21,0.0,200,15744
24,49,09/19/2021,0.0,0.0,200,15744
24,49,09/20/2021,0.0,0.0,200,15744
24,49,09/21/2021,0.11,29.8,200,15744
24,49,09/22/2021,0.01,26.4,200,15744
24,49,09/23/2021,0.0,19.7,200,15744
24,49,09/24/2021,0.0,0.0,200,15744
24,49,09/25/2021,0.0,0.0,200,15744
24,49,09/26/2021,0.0,0.0,200,15744
24,49,09/27/2021,0.14,0.0,200,15744
25,51,08/22/2021,0.0,0.0,0,432493
25,51,08/23/2021,0.92,17.2,0,432493
25,51,08/24/2021,0.25,0.0,0,432493
25,51,08/25/2021,0.45,36.7,0,432493
25,51,08/26/2021,1.11,32.2,0,432493
25,51,08/27/2021,0.3,31.1,0,432493
25,51,08/28/2021,0.43,31.1,0,432493
25,51,08/29/2021,6.35,83.4,0,432493
25,51,08/30/2021,0.44,58.4,0,432493
25,51,08/31/2021,0.18,23.0,0,432493
25,51,09/01/2021,0.39,33.3,0,432493
25,51,09/02/2021,0.19,29.8,0,432493
25,51,09/03/2021,0.0,0.0,0,432493
25,51,09/04/2021,0.0,0.0,0,432493
25,51,09/05/2021,0.02,0.0,0,432493
25,51,09/06/2021,0.07,43.6,0,432493
25,51,09/07/2021,0.16,0.0,0,432493
25,51,09/08/2021,0.0,0.0,0,432493
25,51,09/09/2021,0.0,19.7,0,432493
25,51,09/10/2021,0.0,17.2,0,432493
25,51,09/11/2021,0.0,20.8,0,432493
25,51,09/12/2021,0.4,29.8,0,432493
25,51,09/13/2021,0.0,16.1,0,432493
25,51,09/14/2021,1.99,35.6,0,432493
25,51,09/15/2021,2.64,32.6,0,432493
25,51,09/16/2021,0.01,29.8,0,432493
25,51,09/17/2021,0.65,40.3,0,432493
25,51,09/18/2021,0.57,0.0,0,432493
25,51,09/19/2021,1.21,0.0,0,432493
25,51,09/20/2021,0.11,0.0,0,432493
25,51,09/21/2021,0.65,35.6,0,432493
25,51,09/22/2021,0.0,29.0,0,432493
25,51,09/23/2021,0.0,27.9,0,432493
25,51,09/24/2021,0.0,0.0,0,432493
25,51,09/25/2021,0.0,0.0,0,432493
25,51,09/26/2021,0.0,0.0,0,432493
25,51,09/27/2021,0.0,31.1,0,432493
26,53,08/22/2021,0.0,0.0,20,31368
26,53,08/23/2021,0.0,0.0,20,31368
26,53,08/24/2021,0.78,0.0,20,31368
26,53,08/25/2021,0.01,0.0,20,31368
26,53,08/26/2021,0.35,23.0,20,31368
26,53,08/27/2021,0.0,21.9,20,31368
26,53,08/28/2021,0.43,24.2,20,31368
26,53,08/29/2021,0.08,27.5,20,31368
26,53,08/30/2021,0.0,26.4,20,31368
26,53,08/31/2021,3.04,36.3,20,31368
26,53,09/01/2021,0.13,29.9,20,31368
26,53,09/02/2021,0.01,26.6,20,31368
26,53,09/03/2021,0.26,21.9,20,31368
26,53,09/04/2021,0.01,21.9,20,31368
26,53,09/05/2021,0.41,31.1,20,31368
26,53,09/06/2021,0.31,0.0,20,31368
26,53,09/07/2021,0.0,0.0,20,31368
26,53,09/08/2021,0.0,17.2,20,31368
26,53,09/09/2021,0.0,21.9,20,31368
26,53,09/10/2021,0.0,20.8,20,31368
26,53,09/11/2021,0.0,0.0,20,31368
26,53,09/12/2021,0.15,34.4,20,31368
26,53,09/13/2021,0.17,26.4,20,31368
26,53,09/14/2021,2.78,35.7,20,31368
26,53,09/15/2021,0.54,18.3,20,31368
26,53,09/16/2021,0.08,0.0,20,31368
26,53,09/17/2021,0.0,0.0,20,31368
26,53,09/18/2021,0.0,0.0,20,31368
26,53,09/19/2021,0.35,0.0,20,31368
26,53,09/20/2021,0.37,17.2,20,31368
26,53,09/21/2021,0.24,25.3,20,31368
26,53,09/22/2021,0.21,28.8,20,31368
26,53,09/23/2021,0.0,18.3,20,31368
26,53,09/24/2021,0.0,0.0,20,31368
26,53,09/25/2021,0.0,18.3,20,31368
26,53,09/26/2021,0.0,0.0,20,31368
26,53,09/27/2021,0.0,19.7,20,31368
27,55,08/22/2021,0.0,0.0,16,244390
27,55,08/23/2021,0.0,0.0,16,244390
27,55,08/24/2021,0.03,52.3,16,244390
27,55,08/25/2021,0.01,32.2,16,244390
27,55,08/26/2021,0.0,0.0,16,244390
27,55,08/27/2021,0.0,21.9,16,244390
27,55,08/28/2021,0.31,28.2,16,244390
27,55,08/29/2021,0.1,41.1,16,244390
27,55,08/30/2021,0.04,34.6,16,244390
27,55,08/31/2021,0.89,19.7,16,244390
27,55,09/01/2021,1.13,21.9,16,244390
27,55,09/02/2021,0.42,26.4,16,244390
27,55,09/03/2021,0.0,0.0,16,244390
27,55,09/04/2021,0.0,0.0,16,244390
27,55,09/05/2021,0.0,21.9,16,244390
27,55,09/06/2021,0.21,0.0,16,244390
27,55,09/07/2021,0.01,39.1,16,244390
27,55,09/08/2021,0.02,0.0,16,244390
27,55,09/09/2021,0.0,21.9,16,244390
27,55,09/10/2021,0.0,18.4,16,244390
27,55,09/11/2021,0.0,17.2,16,244390
27,55,09/12/2021,0.19,24.1,16,244390
27,55,09/13/2021,0.05,0.0,16,244390
27,55,09/14/2021,3.3,28.1,16,244390
27,55,09/15/2021,1.23,19.7,16,244390
27,55,09/16/2021,0.01,17.2,16,244390
27,55,09/17/2021,0.0,0.0,16,244390
27,55,09/18/2021,0.08,0.0,16,244390
27,55,09/19/2021,0.05,32.2,16,244390
27,55,09/20/2021,0.0,24.2,16,244390
27,55,09/21/2021,0.45,32.2,16,244390
27,55,09/22/2021,0.6,32.9,16,244390
27,55,09/23/2021,0.0,0.0,16,244390
27,55,09/24/2021,0.0,18.3,16,244390
27,55,09/25/2021,0.0,20.8,16,244390
27,55,09/26/2021,0.0,0.0,16,244390
27,55,09/27/2021,0.0,16.1,16,244390
28,57,08/22/2021,0.0,0.0,3,97614
28,57,08/23/2021,0.82,0.0,3,97614
28,57,08/24/2021,0.18,0.0,3,97614
28,57,08/25/2021,0.28,36.7,3,97614
28,57,08/26/2021,0.82,32.2,3,97614
28,57,08/27/2021,0.24,31.1,3,97614
28,57,08/28/2021,0.28,21.9,3,97614
28,57,08/29/2021,4.97,87.1,3,97614
28,57,08/30/2021,0.15,58.6,3,97614
28,57,08/31/2021,0.13,23.0,3,97614
28,57,09/01/2021,0.25,33.3,3,97614
28,57,09/02/2021,0.11,19.7,3,97614
28,57,09/03/2021,0.0,0.0,3,97614
28,57,09/04/2021,0.0,0.0,3,97614
28,57,09/05/2021,0.01,0.0,3,97614
28,57,09/06/2021,0.06,43.6,3,97614
28,57,09/07/2021,0.1,0.0,3,97614
28,57,09/08/2021,0.0,0.0,3,97614
28,57,09/09/2021,0.0,19.7,3,97614
28,57,09/10/2021,0.0,17.2,3,97614
28,57,09/11/2021,0.0,20.8,3,97614
28,57,09/12/2021,0.77,29.8,3,97614
28,57,09/13/2021,0.0,16.1,3,97614
28,57,09/14/2021,2.05,35.6,3,97614
28,57,09/15/2021,2.8,33.6,3,97614
28,57,09/16/2021,0.01,24.2,3,97614
28,57,09/17/2021,0.69,40.3,3,97614
28,57,09/18/2021,0.61,0.0,3,97614
28,57,09/19/2021,1.35,0.0,3,97614
28,57,09/20/2021,0.12,24.2,3,97614
28,57,09/21/2021,0.55,35.6,3,97614
28,57,09/22/2021,0.0,28.6,3,97614
28,57,09/23/2021,0.0,27.6,3,97614
28,57,09/24/2021,0.0,0.0,3,97614
28,57,09/25/2021,0.0,17.2,3,97614
28,57,09/26/2021,0.0,0.0,3,97614
28,57,09/27/2021,0.0,31.1,3,97614
29,59,08/22/2021,0.0,0.0,102,14892
29,59,08/23/2021,0.0,0.0,102,14892
29,59,08/24/2021,0.0,0.0,102,14892
29,59,08/25/2021,0.0,0.0,102,14892
29,59,08/26/2021,0.35,34.3,102,14892
29,59,08/27/2021,0.07,27.1,102,14892
29,59,08/28/2021,0.05,30.8,102,14892
29,59,08/29/2021,0.01,26.5,102,14892
29,59,08/30/2021,0.14,32.2,102,14892
29,59,08/31/2021,0.0,17.2,102,14892
29,59,09/01/2021,0.0,0.0,102,14892
29,59,09/02/2021,0.29,39.1,102,14892
29,59,09/03/2021,0.0,0.0,102,14892
29,59,09/04/2021,0.0,0.0,102,14892
29,59,09/05/2021,0.58,26.4,102,14892
29,59,09/06/2021,0.44,0.0,102,14892
29,59,09/07/2021,0.0,0.0,102,14892
29,59,09/08/2021,0.0,0.0,102,14892
29,59,09/09/2021,0.0,19.7,102,14892
29,59,09/10/2021,0.0,19.7,102,14892
29,59,09/11/2021,0.0,0.0,102,14892
29,59,09/12/2021,0.07,32.2,102,14892
29,59,09/13/2021,0.0,0.0,102,14892
29,59,09/14/2021,0.83,26.4,102,14892
29,59,09/15/2021,0.99,28.5,102,14892
29,59,09/16/2021,0.06,19.7,102,14892
29,59,09/17/2021,0.21,17.2,102,14892
29,59,09/18/2021,0.14,0.0,102,14892
29,59,09/19/2021,0.14,0.0,102,14892
29,59,09/20/2021,0.0,0.0,102,14892
29,59,09/21/2021,0.55,34.8,102,14892
29,59,09/22/2021,0.0,27.0,102,14892
29,59,09/23/2021,0.0,0.0,102,14892
29,59,09/24/2021,0.0,0.0,102,14892
29,59,09/25/2021,0.0,0.0,102,14892
29,59,09/26/2021,0.0,0.0,102,14892
29,59,09/27/2021,0.0,0.0,102,14892
30,61,08/22/2021,0.04,0.0,256,46742
30,61,08/23/2021,0.0,0.0,256,46742
30,61,08/24/2021,0.0,0.0,256,46742
30,61,08/25/2021,0.27,0.0,256,46742
30,61,08/26/2021,0.07,0.0,256,46742
30,61,08/27/2021,0.0,0.0,256,46742
30,61,08/28/2021,0.43,0.0,256,46742
30,61,08/29/2021,0.06,16.1,256,46742
30,61,08/30/2021,0.51,36.7,256,46742
30,61,08/31/2021,0.04,0.0,256,46742
30,61,09/01/2021,0.0,32.2,256,46742
30,61,09/02/2021,0.0,0.0,256,46742
30,61,09/03/2021,0.0,0.0,256,46742
30,61,09/04/2021,0.04,0.0,256,46742
30,61,09/05/2021,0.24,29.5,256,46742
30,61,09/06/2021,0.0,0.0,256,46742
30,61,09/07/2021,0.0,0.0,256,46742
30,61,09/08/2021,0.0,0.0,256,46742
30,61,09/09/2021,0.0,0.0,256,46742
30,61,09/10/2021,0.0,0.0,256,46742
30,61,09/11/2021,0.0,0.0,256,46742
30,61,09/12/2021,0.0,0.0,256,46742
30,61,09/13/2021,0.0,0.0,256,46742
30,61,09/14/2021,0.12,23.0,256,46742
30,61,09/15/2021,0.0,17.2,256,46742
30,61,09/16/2021,0.0,16.1,256,46742
30,61,09/17/2021,1.24,0.0,256,46742
30,61,09/18/2021,0.59,0.0,256,46742
30,61,09/19/2021,0.7,0.0,256,46742
30,61,09/20/2021,0.0,0.0,256,46742
30,61,09/21/2021,0.54,31.1,256,46742
30,61,09/22/2021,0.0,20.6,256,46742
30,61,09/23/2021,0.0,0.0,256,46742
30,61,09/24/2021,0.0,0.0,256,46742
30,61,09/25/2021,0.0,0.0,256,46742
30,61,09/26/2021,0.0,0.0,256,46742
30,61,09/27/2021,0.0,0.0,256,46742
31,63,08/22/2021,0.0,0.0,16,140789
31,63,08/23/2021,0.17,20.8,16,140789
31,63,08/24/2021,0.0,18.3,16,140789
31,63,08/25/2021,0.51,39.1,16,140789
31,63,08/26/2021,0.18,33.3,16,140789
31,63,08/27/2021,0.16,26.4,16,140789
31,63,08/28/2021,0.13,21.9,16,140789
31,63,08/29/2021,2.57,55.8,16,140789
31,63,08/30/2021,2.03,50.1,16,140789
31,63,08/31/2021,0.46,0.0,16,140789
31,63,09/01/2021,0.0,20.8,16,140789
31,63,09/02/2021,0.0,0.0,16,140789
