nidx,fips,date,precipitation,wind_gust,elevation,population
31,63,09/03/2021,0.0,0.0,16,140789
31,63,09/04/2021,0.0,16.1,16,140789
31,63,09/05/2021,0.0,40.3,16,140789
31,63,09/06/2021,0.19,17.2,16,140789
31,63,09/07/2021,0.0,20.8,16,140789
31,63,09/08/2021,0.0,0.0,16,140789
31,63,09/09/2021,0.0,21.9,16,140789
31,63,09/10/2021,0.0,17.2,16,140789
31,63,09/11/2021,0.0,20.8,16,140789
31,63,09/12/2021,0.35,29.9,16,140789
31,63,09/13/2021,0.4,0.0,16,140789
31,63,09/14/2021,1.73,35.6,16,140789
31,63,09/15/2021,2.15,34.4,16,140789
31,63,09/16/2021,0.79,24.2,16,140789
31,63,09/17/2021,0.6,20.8,16,140789
31,63,09/18/2021,0.63,0.0,16,140789
31,63,09/19/2021,0.21,0.0,16,140789
31,63,09/20/2021,0.04,0.0,16,140789
31,63,09/21/2021,0.21,25.8,16,140789
31,63,09/22/2021,0.01,25.9,16,140789
31,63,09/23/2021,0.0,24.2,16,140789
31,63,09/24/2021,0.0,0.0,16,140789
31,63,09/25/2021,0.0,0.0,16,140789
31,63,09/26/2021,0.0,0.0,16,140789
31,63,09/27/2021,0.12,0.0,16,140789
32,65,08/22/2021,0.01,24.2,115,10951
32,65,08/23/2021,0.0,18.3,115,10951
32,65,08/24/2021,0.0,25.3,115,10951
32,65,08/25/2021,0.0,17.2,115,10951
32,65,08/26/2021,0.02,19.7,115,10951
32,65,08/27/2021,0.0,36.7,115,10951
32,65,08/28/2021,0.05,33.3,115,10951
32,65,08/29/2021,0.07,29.9,115,10951
32,65,08/30/2021,0.34,37.4,115,10951
32,65,08/31/2021,0.03,0.0,115,10951
32,65,09/01/2021,0.51,45.9,115,10951
32,65,09/02/2021,0.9,0.0,115,10951
32,65,09/03/2021,0.0,0.0,115,10951
32,65,09/04/2021,0.0,0.0,115,10951
32,65,09/05/2021,1.16,39.1,115,10951
32,65,09/06/2021,0.0,19.7,115,10951
32,65,09/07/2021,0.0,0.0,115,10951
32,65,09/08/2021,0.0,0.0,115,10951
32,65,09/09/2021,0.0,18.3,115,10951
32,65,09/10/2021,0.0,0.0,115,10951
32,65,09/11/2021,0.0,0.0,115,10951
32,65,09/12/2021,0.0,18.3,115,10951
32,65,09/13/2021,0.0,0.0,115,10951
32,65,09/14/2021,0.35,21.9,115,10951
32,65,09/15/2021,0.04,21.9,115,10951
32,65,09/16/2021,0.0,0.0,115,10951
32,65,09/17/2021,0.06,0.0,115,10951
32,65,09/18/2021,0.05,0.0,115,10951
32,65,09/19/2021,0.53,0.0,115,10951
32,65,09/20/2021,0.52,0.0,115,10951
32,65,09/21/2021,0.11,28.2,115,10951
32,65,09/22/2021,0.03,28.7,115,10951
32,65,09/23/2021,0.0,17.2,115,10951
32,65,09/24/2021,0.0,0.0,115,10951
32,65,09/25/2021,0.0,0.0,115,10951
32,65,09/26/2021,0.0,0.0,115,10951
32,65,09/27/2021,0.0,0.0,115,10951
33,67,08/22/2021,0.05,24.2,89,24874
33,67,08/23/2021,0.0,0.0,89,24874
33,67,08/24/2021,0.0,0.0,89,24874
33,67,08/25/2021,0.0,0.0,89,24874
33,67,08/26/2021,0.09,19.7,89,24874
33,67,08/27/2021,0.0,26.4,89,24874
33,67,08/28/2021,0.21,0.0,89,24874
33,67,08/29/2021,0.03,28.9,89,24874
33,67,08/30/2021,0.33,36.8,89,24874
33,67,08/31/2021,0.0,0.0,89,24874
33,67,09/01/2021,0.0,32.2,89,24874
33,67,09/02/2021,0.0,0.0,89,24874
33,67,09/03/2021,0.0,0.0,89,24874
33,67,09/04/2021,0.0,0.0,89,24874
33,67,09/05/2021,0.32,39.1,89,24874
33,67,09/06/2021,0.0,19.7,89,24874
33,67,09/07/2021,0.0,0.0,89,24874
33,67,09/08/2021,0.0,0.0,89,24874
33,67,09/09/2021,0.0,18.3,89,24874
33,67,09/10/2021,0.0,0.0,89,24874
33,67,09/11/2021,0.0,0.0,89,24874
33,67,09/12/2021,0.0,0.0,89,24874
33,67,09/13/2021,0.0,0.0,89,24874
33,67,09/14/2021,0.05,0.0,89,24874
33,67,09/15/2021,0.0,21.9,89,24874
33,67,09/16/2021,0.0,0.0,89,24874
33,67,09/17/2021,0.91,0.0,89,24874
33,67,09/18/2021,0.16,0.0,89,24874
33,67,09/19/2021,0.52,0.0,89,24874
33,67,09/20/2021,0.0,0.0,89,24874
33,67,09/21/2021,0.37,28.1,89,24874
33,67,09/22/2021,0.0,25.3,89,24874
33,67,09/23/2021,0.0,16.1,89,24874
33,67,09/24/2021,0.0,0.0,89,24874
33,67,09/25/2021,0.0,0.0,89,24874
33,67,09/26/2021,0.0,0.0,89,24874
33,67,09/27/2021,0.0,0.0,89,24874
34,69,08/22/2021,0.0,0.0,118,38158
34,69,08/23/2021,0.2,0.0,118,38158
34,69,08/24/2021,0.68,0.0,118,38158
34,69,08/25/2021,0.0,0.0,118,38158
34,69,08/26/2021,0.01,29.8,118,38158
34,69,08/27/2021,0.02,27.1,118,38158
34,69,08/28/2021,0.57,33.3,118,38158
34,69,08/29/2021,0.4,31.1,118,38158
34,69,08/30/2021,0.09,30.6,118,38158
34,69,08/31/2021,0.0,0.0,118,38158
34,69,09/01/2021,0.0,0.0,118,38158
34,69,09/02/2021,0.38,31.1,118,38158
34,69,09/03/2021,0.1,0.0,118,38158
34,69,09/04/2021,0.0,0.0,118,38158
34,69,09/05/2021,0.34,25.3,118,38158
34,69,09/06/2021,0.06,0.0,118,38158
34,69,09/07/2021,0.0,0.0,118,38158
34,69,09/08/2021,0.0,0.0,118,38158
34,69,09/09/2021,0.0,16.1,118,38158
34,69,09/10/2021,0.0,20.8,118,38158
34,69,09/11/2021,0.0,0.0,118,38158
34,69,09/12/2021,0.04,32.2,118,38158
34,69,09/13/2021,0.09,0.0,118,38158
34,69,09/14/2021,0.71,24.2,118,38158
34,69,09/15/2021,0.45,25.3,118,38158
34,69,09/16/2021,0.11,0.0,118,38158
34,69,09/17/2021,0.55,0.0,118,38158
34,69,09/18/2021,0.14,0.0,118,38158
34,69,09/19/2021,1.14,0.0,118,38158
34,69,09/20/2021,0.0,0.0,118,38158
34,69,09/21/2021,0.44,25.3,118,38158
34,69,09/22/2021,0.0,29.8,118,38158
34,69,09/23/2021,0.0,0.0,118,38158
34,69,09/24/2021,0.0,0.0,118,38158
34,69,09/25/2021,0.0,0.0,118,38158
34,69,09/26/2021,0.0,0.0,118,38158
34,69,09/27/2021,0.0,0.0,118,38158
35,71,08/22/2021,0.0,0.0,0,390144
35,71,08/23/2021,0.21,35.6,0,390144
35,71,08/24/2021,0.02,0.0,0,390144
35,71,08/25/2021,0.07,36.7,0,390144
35,71,08/26/2021,0.56,29.6,0,390144
35,71,08/27/2021,0.45,29.8,0,390144
35,71,08/28/2021,0.18,31.1,0,390144
35,71,08/29/2021,6.52,84.3,0,390144
35,71,08/30/2021,1.55,55.3,0,390144
35,71,08/31/2021,0.3,23.0,0,390144
35,71,09/01/2021,0.33,33.3,0,390144
35,71,09/02/2021,0.63,29.8,0,390144
35,71,09/03/2021,0.0,0.0,0,390144
35,71,09/04/2021,0.0,0.0,0,390144
35,71,09/05/2021,0.01,0.0,0,390144
35,71,09/06/2021,0.02,43.6,0,390144
35,71,09/07/2021,0.29,0.0,0,390144
35,71,09/08/2021,0.0,0.0,0,390144
35,71,09/09/2021,0.0,19.7,0,390144
35,71,09/10/2021,0.0,17.2,0,390144
35,71,09/11/2021,0.0,20.8,0,390144
35,71,09/12/2021,0.07,29.8,0,390144
35,71,09/13/2021,0.0,0.0,0,390144
35,71,09/14/2021,2.35,26.4,0,390144
35,71,09/15/2021,2.29,33.3,0,390144
35,71,09/16/2021,0.01,29.8,0,390144
35,71,09/17/2021,0.13,40.3,0,390144
35,71,09/18/2021,0.64,0.0,0,390144
35,71,09/19/2021,0.15,0.0,0,390144
35,71,09/20/2021,0.13,0.0,0,390144
35,71,09/21/2021,0.11,35.6,0,390144
35,71,09/22/2021,0.0,35.6,0,390144
35,71,09/23/2021,0.0,33.5,0,390144
35,71,09/24/2021,0.0,0.0,0,390144
35,71,09/25/2021,0.0,0.0,0,390144
35,71,09/26/2021,0.0,0.0,0,390144
35,71,09/27/2021,0.0,31.1,0,390144
36,73,08/22/2021,0.02,24.2,177,153279
36,73,08/23/2021,0.0,0.0,177,153279
36,73,08/24/2021,0.0,0.0,177,153279
36,73,08/25/2021,0.04,0.0,177,153279
36,73,08/26/2021,0.17,19.7,177,153279
36,73,08/27/2021,0.0,26.4,177,153279
36,73,08/28/2021,0.4,0.0,177,153279
36,73,08/29/2021,0.06,28.9,177,153279
36,73,08/30/2021,0.49,36.8,177,153279
36,73,08/31/2021,0.0,0.0,177,153279
36,73,09/01/2021,0.0,32.2,177,153279
36,73,09/02/2021,0.0,0.0,177,153279
36,73,09/03/2021,0.0,0.0,177,153279
36,73,09/04/2021,0.01,0.0,177,153279
36,73,09/05/2021,0.31,39.1,177,153279
36,73,09/06/2021,0.0,19.7,177,153279
36,73,09/07/2021,0.0,0.0,177,153279
36,73,09/08/2021,0.0,0.0,177,153279
36,73,09/09/2021,0.0,18.3,177,153279
36,73,09/10/2021,0.0,0.0,177,153279
36,73,09/11/2021,0.0,0.0,177,153279
36,73,09/12/2021,0.0,0.0,177,153279
36,73,09/13/2021,0.0,0.0,177,153279
36,73,09/14/2021,0.1,0.0,177,153279
36,73,09/15/2021,0.0,21.9,177,153279
36,73,09/16/2021,0.0,0.0,177,153279
36,73,09/17/2021,0.61,0.0,177,153279
36,73,09/18/2021,0.19,0.0,177,153279
36,73,09/19/2021,0.45,0.0,177,153279
36,73,09/20/2021,0.0,0.0,177,153279
36,73,09/21/2021,0.09,28.5,177,153279
36,73,09/22/2021,0.0,25.3,177,153279
36,73,09/23/2021,0.0,16.1,177,153279
36,73,09/24/2021,0.0,0.0,177,153279
36,73,09/25/2021,0.0,0.0,177,153279
36,73,09/26/2021,0.0,0.0,177,153279
36,73,09/27/2021,0.0,0.0,177,153279
37,75,08/22/2021,0.0,10.3,3,23197
37,75,08/23/2021,1.15,19.7,3,23197
37,75,08/24/2021,0.24,15.0,3,23197
37,75,08/25/2021,0.47,18.9,3,23197
37,75,08/26/2021,0.62,22.4,3,23197
37,75,08/27/2021,0.37,35.4,3,23197
37,75,08/28/2021,0.85,32.2,3,23197
37,75,08/29/2021,3.38,67.4,3,23197
37,75,08/30/2021,0.0,44.1,3,23197
37,75,08/31/2021,0.0,26.7,3,23197
37,75,09/01/2021,0.42,18.1,3,23197
37,75,09/02/2021,0.09,17.7,3,23197
37,75,09/03/2021,0.0,9.3,3,23197
37,75,09/04/2021,0.0,9.5,3,23197
37,75,09/05/2021,0.01,10.1,3,23197
37,75,09/06/2021,0.0,19.8,3,23197
37,75,09/07/2021,0.01,14.7,3,23197
37,75,09/08/2021,0.0,9.7,3,23197
37,75,09/09/2021,0.0,14.8,3,23197
37,75,09/10/2021,0.0,16.1,3,23197
37,75,09/11/2021,0.0,18.2,3,23197
37,75,09/12/2021,0.54,27.3,3,23197
37,75,09/13/2021,0.0,18.3,3,23197
37,75,09/14/2021,0.0,24.3,3,23197
37,75,09/15/2021,0.53,22.5,3,23197
37,75,09/16/2021,0.01,21.4,3,23197
37,75,09/17/2021,0.68,17.4,3,23197
37,75,09/18/2021,0.54,12.0,3,23197
37,75,09/19/2021,0.91,11.4,3,23197
37,75,09/20/2021,0.01,13.4,3,23197
37,75,09/21/2021,0.47,21.4,3,23197
37,75,09/22/2021,0.0,26.0,3,23197
37,75,09/23/2021,0.0,24.7,3,23197
37,75,09/24/2021,0.0,15.1,3,23197
37,75,09/25/2021,0.0,15.3,3,23197
37,75,09/26/2021,0.0,13.4,3,23197
37,75,09/27/2021,0.0,14.2,3,23197
38,77,08/22/2021,0.0,0.0,20,21730
38,77,08/23/2021,0.19,0.0,20,21730
38,77,08/24/2021,0.31,52.8,20,21730
38,77,08/25/2021,0.75,39.1,20,21730
38,77,08/26/2021,0.36,23.0,20,21730
38,77,08/27/2021,0.19,17.2,20,21730
38,77,08/28/2021,0.24,19.7,20,21730
38,77,08/29/2021,0.79,41.1,20,21730
38,77,08/30/2021,0.64,41.1,20,21730
38,77,08/31/2021,2.08,0.0,20,21730
38,77,09/01/2021,0.15,0.0,20,21730
38,77,09/02/2021,0.14,21.9,20,21730
38,77,09/03/2021,0.0,0.0,20,21730
38,77,09/04/2021,0.0,0.0,20,21730
38,77,09/05/2021,0.0,0.0,20,21730
38,77,09/06/2021,0.28,0.0,20,21730
38,77,09/07/2021,0.03,20.8,20,21730
38,77,09/08/2021,0.0,0.0,20,21730
38,77,09/09/2021,0.0,21.9,20,21730
38,77,09/10/2021,0.0,9.2,20,21730
38,77,09/11/2021,0.0,16.1,20,21730
38,77,09/12/2021,0.16,16.1,20,21730
38,77,09/13/2021,0.46,17.2,20,21730
38,77,09/14/2021,2.44,21.9,20,21730
38,77,09/15/2021,2.04,18.3,20,21730
38,77,09/16/2021,1.39,0.0,20,21730
38,77,09/17/2021,0.02,0.0,20,21730
38,77,09/18/2021,0.15,0.0,20,21730
38,77,09/19/2021,0.02,0.0,20,21730
38,77,09/20/2021,0.0,0.0,20,21730
38,77,09/21/2021,0.49,32.2,20,21730
38,77,09/22/2021,0.09,42.5,20,21730
38,77,09/23/2021,0.0,19.7,20,21730
38,77,09/24/2021,0.0,0.0,20,21730
38,77,09/25/2021,0.0,0.0,20,21730
38,77,09/26/2021,0.0,0.0,20,21730
38,77,09/27/2021,0.11,0.0,20,21730
39,79,08/22/2021,0.0,0.0,161,129648
39,79,08/23/2021,0.0,0.0,161,129648
39,79,08/24/2021,0.04,0.0,161,129648
39,79,08/25/2021,0.0,0.0,161,129648
39,79,08/26/2021,0.17,29.8,161,129648
39,79,08/27/2021,0.06,26.9,161,129648
39,79,08/28/2021,0.03,32.7,161,129648
39,79,08/29/2021,0.02,26.3,161,129648
39,79,08/30/2021,0.09,32.2,161,129648
39,79,08/31/2021,0.0,17.2,161,129648
39,79,09/01/2021,0.0,0.0,161,129648
39,79,09/02/2021,0.56,39.1,161,129648
39,79,09/03/2021,0.1,0.0,161,129648
39,79,09/04/2021,0.0,0.0,161,129648
39,79,09/05/2021,0.82,26.4,161,129648
39,79,09/06/2021,0.28,0.0,161,129648
39,79,09/07/2021,0.0,0.0,161,129648
39,79,09/08/2021,0.0,0.0,161,129648
39,79,09/09/2021,0.0,19.7,161,129648
39,79,09/10/2021,0.0,19.7,161,129648
39,79,09/11/2021,0.0,0.0,161,129648
39,79,09/12/2021,0.13,32.2,161,129648
39,79,09/13/2021,0.0,0.0,161,129648
39,79,09/14/2021,1.16,27.3,161,129648
39,79,09/15/2021,0.99,28.9,161,129648
39,79,09/16/2021,0.06,19.7,161,129648
39,79,09/17/2021,0.49,17.2,161,129648
39,79,09/18/2021,0.35,0.0,161,129648
39,79,09/19/2021,0.08,0.0,161,129648
39,79,09/20/2021,0.05,0.0,161,129648
39,79,09/21/2021,0.37,39.6,161,129648
39,79,09/22/2021,0.01,29.5,161,129648
39,79,09/23/2021,0.0,0.0,161,129648
39,79,09/24/2021,0.0,0.0,161,129648
39,79,09/25/2021,0.0,0.0,161,129648
39,79,09/26/2021,0.0,0.0,161,129648
39,79,09/27/2021,0.0,0.0,161,129648
40,81,08/22/2021,0.0,0.0,164,8442
40,81,08/23/2021,0.0,0.0,164,8442
40,81,08/24/2021,0.0,0.0,164,8442
40,81,08/25/2021,0.18,0.0,164,8442
40,81,08/26/2021,0.0,25.3,164,8442
40,81,08/27/2021,0.0,17.2,164,8442
40,81,08/28/2021,0.29,32.2,164,8442
40,81,08/29/2021,0.59,33.3,164,8442
40,81,08/30/2021,0.01,27.7,164,8442
40,81,08/31/2021,0.0,0.0,164,8442
40,81,09/01/2021,0.0,0.0,164,8442
40,81,09/02/2021,0.16,17.2,164,8442
40,81,09/03/2021,0.0,0.0,164,8442
40,81,09/04/2021,0.0,0.0,164,8442
40,81,09/05/2021,0.17,25.3,164,8442
40,81,09/06/2021,0.01,0.0,164,8442
40,81,09/07/2021,0.0,0.0,164,8442
40,81,09/08/2021,0.0,0.0,164,8442
40,81,09/09/2021,0.0,16.1,164,8442
40,81,09/10/2021,0.0,0.0,164,8442
40,81,09/11/2021,0.0,0.0,164,8442
40,81,09/12/2021,0.0,0.0,164,8442
40,81,09/13/2021,0.08,0.0,164,8442
40,81,09/14/2021,0.29,23.0,164,8442
40,81,09/15/2021,0.01,24.2,164,8442
40,81,09/16/2021,0.0,0.0,164,8442
40,81,09/17/2021,0.31,0.0,164,8442
40,81,09/18/2021,1.39,0.0,164,8442
40,81,09/19/2021,0.0,0.0,164,8442
40,81,09/20/2021,0.0,0.0,164,8442
40,81,09/21/2021,0.18,27.7,164,8442
40,81,09/22/2021,0.0,25.3,164,8442
40,81,09/23/2021,0.0,0.0,164,8442
40,81,09/24/2021,0.0,0.0,164,8442
40,81,09/25/2021,0.0,31.1,164,8442
40,81,09/26/2021,0.0,0.0,164,8442
40,81,09/27/2021,0.0,0.0,164,8442
41,83,08/22/2021,0.03,24.2,69,20122
41,83,08/23/2021,0.0,18.3,69,20122
41,83,08/24/2021,0.0,25.3,69,20122
41,83,08/25/2021,0.0,17.2,69,20122
41,83,08/26/2021,0.16,19.7,69,20122
41,83,08/27/2021,0.0,36.9,69,20122
41,83,08/28/2021,0.36,0.0,69,20122
41,83,08/29/2021,0.06,30.0,69,20122
41,83,08/30/2021,0.44,36.5,69,20122
41,83,08/31/2021,0.0,0.0,69,20122
41,83,09/01/2021,0.08,32.2,69,20122
41,83,09/02/2021,0.0,0.0,69,20122
41,83,09/03/2021,0.0,0.0,69,20122
41,83,09/04/2021,0.0,0.0,69,20122
41,83,09/05/2021,0.41,39.1,69,20122
41,83,09/06/2021,0.0,19.7,69,20122
41,83,09/07/2021,0.0,0.0,69,20122
41,83,09/08/2021,0.0,0.0,69,20122
41,83,09/09/2021,0.0,18.3,69,20122
41,83,09/10/2021,0.0,0.0,69,20122
41,83,09/11/2021,0.0,0.0,69,20122
41,83,09/12/2021,0.0,18.3,69,20122
41,83,09/13/2021,0.0,0.0,69,20122
41,83,09/14/2021,0.11,21.9,69,20122
41,83,09/15/2021,0.01,21.9,69,20122
41,83,09/16/2021,0.0,0.0,69,20122
41,83,09/17/2021,0.61,0.0,69,20122
41,83,09/18/2021,0.15,0.0,69,20122
41,83,09/19/2021,0.47,0.0,69,20122
41,83,09/20/2021,0.05,0.0,69,20122
41,83,09/21/2021,0.13,28.1,69,20122
41,83,09/22/2021,0.0,27.7,69,20122
41,83,09/23/2021,0.0,17.2,69,20122
41,83,09/24/2021,0.0,0.0,69,20122
41,83,09/25/2021,0.0,0.0,69,20122
41,83,09/26/2021,0.0,0.0,69,20122
41,83,09/27/2021,0.0,0.0,69,20122
42,85,08/22/2021,0.0,0.0,341,23884
42,85,08/23/2021,0.24,0.0,341,23884
42,85,08/24/2021,0.68,0.0,341,23884
42,85,08/25/2021,0.0,0.0,341,23884
42,85,08/26/2021,0.06,35.8,341,23884
42,85,08/27/2021,0.0,17.2,341,23884
42,85,08/28/2021,0.61,18.8,341,23884
42,85,08/29/2021,0.24,20.8,341,23884
42,85,08/30/2021,0.06,27.7,341,23884
42,85,08/31/2021,0.0,0.0,341,23884
42,85,09/01/2021,0.09,0.0,341,23884
42,85,09/02/2021,0.32,31.1,341,23884
42,85,09/03/2021,0.1,0.0,341,23884
42,85,09/04/2021,0.0,0.0,341,23884
42,85,09/05/2021,0.16,25.3,341,23884
42,85,09/06/2021,0.05,0.0,341,23884
42,85,09/07/2021,0.0,0.0,341,23884
42,85,09/08/2021,0.0,0.0,341,23884
42,85,09/09/2021,0.0,16.1,341,23884
42,85,09/10/2021,0.0,20.8,341,23884
42,85,09/11/2021,0.0,0.0,341,23884
42,85,09/12/2021,0.0,0.0,341,23884
42,85,09/13/2021,0.05,0.0,341,23884
42,85,09/14/2021,1.5,23.0,341,23884
42,85,09/15/2021,0.38,24.4,341,23884
42,85,09/16/2021,0.12,0.0,341,23884
42,85,09/17/2021,0.58,0.0,341,23884
42,85,09/18/2021,0.0,0.0,341,23884
42,85,09/19/2021,1.47,0.0,341,23884
42,85,09/20/2021,0.0,0.0,341,23884
42,85,09/21/2021,0.34,25.3,341,23884
42,85,09/22/2021,0.0,25.3,341,23884
42,85,09/23/2021,0.0,0.0,341,23884
42,85,09/24/2021,0.0,0.0,341,23884
42,85,09/25/2021,0.0,0.0,341,23884
42,85,09/26/2021,0.0,0.0,341,23884
42,85,09/27/2021,0.0,17.2,341,23884
43,87,08/22/2021,0.0,0.0,-3,47244
43,87,08/23/2021,0.87,25.6,-3,47244
43,87,08/24/2021,0.19,0.0,-3,47244
43,87,08/25/2021,0.27,36.7,-3,47244
43,87,08/26/2021,1.04,31.3,-3,47244
43,87,08/27/2021,0.37,29.8,-3,47244
43,87,08/28/2021,0.44,31.1,-3,47244
43,87,08/29/2021,6.63,82.1,-3,47244
43,87,08/30/2021,0.9,54.4,-3,47244
43,87,08/31/2021,0.28,26.4,-3,47244
43,87,09/01/2021,0.39,33.3,-3,47244
43,87,09/02/2021,0.32,29.8,-3,47244
43,87,09/03/2021,0.0,12.8,-3,47244
43,87,09/04/2021,0.0,9.2,-3,47244
43,87,09/05/2021,0.04,13.9,-3,47244
43,87,09/06/2021,0.06,43.6,-3,47244
43,87,09/07/2021,0.26,6.9,-3,47244
43,87,09/08/2021,0.0,4.7,-3,47244
43,87,09/09/2021,0.0,20.8,-3,47244
43,87,09/10/2021,0.0,19.7,-3,47244
43,87,09/11/2021,0.0,19.7,-3,47244
43,87,09/12/2021,0.19,29.8,-3,47244
43,87,09/13/2021,0.0,19.7,-3,47244
43,87,09/14/2021,2.08,35.6,-3,47244
43,87,09/15/2021,2.36,31.5,-3,47244
43,87,09/16/2021,0.01,29.8,-3,47244
43,87,09/17/2021,0.51,40.3,-3,47244
43,87,09/18/2021,0.61,0.0,-3,47244
43,87,09/19/2021,0.83,0.0,-3,47244
43,87,09/20/2021,0.1,0.0,-3,47244
43,87,09/21/2021,0.48,35.6,-3,47244
43,87,09/22/2021,0.0,32.6,-3,47244
43,87,09/23/2021,0.0,31.0,-3,47244
43,87,09/24/2021,0.0,4.7,-3,47244
43,87,09/25/2021,0.0,2.2,-3,47244
43,87,09/26/2021,0.0,0.0,-3,47244
43,87,09/27/2021,0.0,31.1,-3,47244
44,89,08/22/2021,0.0,0.0,7,53100
44,89,08/23/2021,0.22,0.0,7,53100
44,89,08/24/2021,0.04,0.0,7,53100
44,89,08/25/2021,0.04,36.7,7,53100
44,89,08/26/2021,0.55,31.4,7,53100
44,89,08/27/2021,0.11,29.8,7,53100
44,89,08/28/2021,0.05,31.1,7,53100
44,89,08/29/2021,4.58,85.2,7,53100
44,89,08/30/2021,0.14,58.9,7,53100
44,89,08/31/2021,0.13,23.0,7,53100
44,89,09/01/2021,0.06,33.3,7,53100
44,89,09/02/2021,0.05,19.7,7,53100
44,89,09/03/2021,0.0,0.0,7,53100
44,89,09/04/2021,0.0,0.0,7,53100
44,89,09/05/2021,0.0,0.0,7,53100
44,89,09/06/2021,0.07,43.6,7,53100
44,89,09/07/2021,0.03,0.0,7,53100
44,89,09/08/2021,0.0,0.0,7,53100
44,89,09/09/2021,0.0,19.7,7,53100
44,89,09/10/2021,0.0,17.2,7,53100
44,89,09/11/2021,0.0,20.8,7,53100
44,89,09/12/2021,0.42,29.8,7,53100
44,89,09/13/2021,0.0,0.0,7,53100
44,89,09/14/2021,1.96,35.6,7,53100
44,89,09/15/2021,3.07,34.2,7,53100
44,89,09/16/2021,0.0,29.8,7,53100
44,89,09/17/2021,0.58,40.3,7,53100
44,89,09/18/2021,0.8,0.0,7,53100
44,89,09/19/2021,0.95,0.0,7,53100
44,89,09/20/2021,0.14,0.0,7,53100
44,89,09/21/2021,0.34,35.6,7,53100
44,89,09/22/2021,0.0,27.9,7,53100
44,89,09/23/2021,0.0,25.2,7,53100
44,89,09/24/2021,0.0,0.0,7,53100
44,89,09/25/2021,0.0,0.0,7,53100
44,89,09/26/2021,0.0,0.0,7,53100
44,89,09/27/2021,0.0,31.1,7,53100
45,91,08/22/2021,0.0,0.0,233,10132
45,91,08/23/2021,0.12,20.8,233,10132
45,91,08/24/2021,0.0,18.3,233,10132
45,91,08/25/2021,0.67,39.1,233,10132
45,91,08/26/2021,0.09,23.0,233,10132
45,91,08/27/2021,0.2,18.3,233,10132
45,91,08/28/2021,0.08,19.7,233,10132
45,91,08/29/2021,1.34,47.2,233,10132
45,91,08/30/2021,4.17,44.9,233,10132
45,91,08/31/2021,0.79,0.0,233,10132
45,91,09/01/2021,0.0,0.0,233,10132
45,91,09/02/2021,0.0,21.9,233,10132
45,91,09/03/2021,0.0,0.0,233,10132
45,91,09/04/2021,0.0,16.1,233,10132
45,91,09/05/2021,0.0,40.3,233,10132
45,91,09/06/2021,0.39,17.2,233,10132
45,91,09/07/2021,0.0,20.8,233,10132
45,91,09/08/2021,0.0,0.0,233,10132
45,91,09/09/2021,0.0,21.9,233,10132
45,91,09/10/2021,0.0,9.2,233,10132
45,91,09/11/2021,0.0,16.1,233,10132
45,91,09/12/2021,0.16,23.0,233,10132
45,91,09/13/2021,0.34,17.2,233,10132
45,91,09/14/2021,1.48,21.9,233,10132
45,91,09/15/2021,2.31,20.8,233,10132
45,91,09/16/2021,0.68,16.1,233,10132
45,91,09/17/2021,1.47,16.1,233,10132
45,91,09/18/2021,0.9,0.0,233,10132
45,91,09/19/2021,0.0,0.0,233,10132
45,91,09/20/2021,0.0,0.0,233,10132
45,91,09/21/2021,0.2,25.8,233,10132
45,91,09/22/2021,0.0,24.5,233,10132
45,91,09/23/2021,0.0,19.7,233,10132
45,91,09/24/2021,0.0,0.0,233,10132
45,91,09/25/2021,0.0,0.0,233,10132
45,91,09/26/2021,0.0,0.0,233,10132
45,91,09/27/2021,0.09,0.0,233,10132
46,93,08/22/2021,0.0,0.0,13,21096
46,93,08/23/2021,0.09,0.0,13,21096
46,93,08/24/2021,0.42,37.8,13,21096
46,93,08/25/2021,0.86,17.2,13,21096
46,93,08/26/2021,0.55,33.3,13,21096
46,93,08/27/2021,0.16,26.4,13,21096
46,93,08/28/2021,0.14,25.6,13,21096
46,93,08/29/2021,4.64,74.1,13,21096
46,93,08/30/2021,0.18,56.0,13,21096
46,93,08/31/2021,0.13,0.0,13,21096
46,93,09/01/2021,0.01,20.8,13,21096
46,93,09/02/2021,0.62,0.0,13,21096
46,93,09/03/2021,0.0,0.0,13,21096
46,93,09/04/2021,0.0,0.0,13,21096
46,93,09/05/2021,0.03,0.0,13,21096
46,93,09/06/2021,0.07,0.0,13,21096
46,93,09/07/2021,0.02,20.8,13,21096
46,93,09/08/2021,0.0,0.0,13,21096
46,93,09/09/2021,0.0,21.9,13,21096
46,93,09/10/2021,0.0,17.2,13,21096
46,93,09/11/2021,0.0,20.8,13,21096
46,93,09/12/2021,0.45,26.6,13,21096
46,93,09/13/2021,0.2,17.2,13,21096
46,93,09/14/2021,2.75,35.6,13,21096
46,93,09/15/2021,2.61,34.4,13,21096
46,93,09/16/2021,0.35,24.2,13,21096
46,93,09/17/2021,0.89,20.8,13,21096
46,93,09/18/2021,1.57,19.7,13,21096
46,93,09/19/2021,0.96,0.0,13,21096
46,93,09/20/2021,0.3,0.0,13,21096
46,93,09/21/2021,0.45,24.2,13,21096
46,93,09/22/2021,0.04,28.9,13,21096
46,93,09/23/2021,0.0,24.2,13,21096
46,93,09/24/2021,0.07,0.0,13,21096
46,93,09/25/2021,0.0,0.0,13,21096
46,93,09/26/2021,0.0,0.0,13,21096
46,93,09/27/2021,0.06,0.0,13,21096
